ENA_id	Dataset	Country	Amikacin	Capreomycin	Ciprofloxacin	Cycloserine	Ethambutol	Ethionamide	Isoniazid	Kanamycin	Linezolid	Moxifloxacin	Ofloxacin	PAS	Pyrazinamide	Rifabutin	Rifampicin	Streptomycin
ERR2515784	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515785	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515786	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515787	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515788	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515789	global	South Africa	S	S	U	U	S	U	U	S	U	U	S	U	U	U	R	U
ERR2515790	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515791	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515792	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515793	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	S	R
ERR2515794	global	South Africa	S	S	U	U	R	U	U	R	U	U	R	U	U	U	R	U
ERR2515795	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515796	global	South Africa	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	S
ERR2515797	global	South Africa	S	S	U	U	R	U	U	S	U	U	S	U	U	U	R	U
ERR2515798	global	South Africa	S	S	U	U	R	U	R	S	U	U	S	U	R	U	R	R
ERR2515799	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515800	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515801	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	R	S
ERR2515802	global	South Africa	S	S	U	U	R	U	U	R	U	U	R	U	U	U	R	U
ERR2515803	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515804	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515805	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515806	global	South Africa	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
ERR2515807	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515808	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515809	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515810	global	South Africa	S	S	U	U	R	U	U	R	U	U	R	U	U	U	R	U
ERR2515811	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515812	global	South Africa	S	S	U	U	S	U	U	S	U	U	S	U	U	U	R	U
ERR2515813	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515814	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515815	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515816	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515817	global	South Africa	S	S	U	U	S	U	S	R	U	U	S	U	S	U	S	S
ERR2515818	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515819	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515820	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	R
ERR2515821	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515822	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515823	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515824	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515825	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515826	global	South Africa	S	S	U	U	R	U	U	R	U	U	R	U	U	U	R	U
ERR2515827	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515828	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515829	global	South Africa	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	S
ERR2515830	global	South Africa	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	S
ERR2515831	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515832	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515833	global	South Africa	R	S	U	U	R	U	U	R	U	U	R	U	U	U	R	U
ERR2515834	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	U	U	U	S
ERR2515835	global	South Africa	S	S	U	U	R	U	U	S	U	U	S	U	U	U	R	U
ERR2515836	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515837	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	U	U	S	S
ERR2515838	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515839	global	South Africa	R	R	U	U	R	U	U	R	U	U	R	U	U	U	R	U
ERR2515840	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515841	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515842	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	S	S
ERR2515843	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515844	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515845	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	S	S
ERR2515846	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515847	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515848	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515849	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515850	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515851	global	South Africa	S	S	U	U	S	U	R	R	U	U	S	U	S	U	R	R
ERR2515852	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	S	S
ERR2515853	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515854	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515855	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515856	global	South Africa	U	U	U	U	S	U	S	U	U	U	U	U	S	U	R	S
ERR2515857	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	R	S
ERR2515858	global	South Africa	S	R	U	U	S	U	R	S	U	U	S	U	S	U	S	S
ERR2515859	global	South Africa	R	S	U	U	S	U	R	S	U	U	S	U	S	U	R	S
ERR2515860	global	South Africa	S	S	U	U	S	U	U	S	U	U	R	U	U	U	R	U
ERR2515861	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515862	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515863	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515864	global	South Africa	R	R	U	U	R	U	U	R	U	U	R	U	U	U	R	U
ERR2515865	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515866	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515867	global	South Africa	R	S	U	U	R	U	U	R	U	U	R	U	U	U	R	U
ERR2515868	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	R	S
ERR2515869	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515870	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515871	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515872	global	South Africa	S	S	U	U	R	U	U	S	U	U	R	U	U	U	S	U
ERR2515873	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515874	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	R	S
ERR2515875	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515876	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515877	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515878	global	South Africa	S	S	U	U	S	U	U	S	U	U	S	U	U	U	S	U
ERR2515879	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515880	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515881	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	R	S
ERR2515882	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	R	S
ERR2515883	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515884	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515885	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515886	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515887	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515888	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515889	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515890	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	R	S
ERR2515891	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515892	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515893	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	S	S
ERR2515894	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515895	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515896	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515897	global	South Africa	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	S
ERR2515898	global	South Africa	R	R	U	U	R	U	U	R	U	U	R	U	U	U	R	U
ERR2515899	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515900	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515901	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515902	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515903	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	R	U	R	R
ERR2515904	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515905	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515906	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515907	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	R	S
ERR2515908	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515909	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515910	global	South Africa	R	R	U	U	R	U	U	R	U	U	S	U	U	U	R	U
ERR2515911	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	U	U	R	S
ERR2515912	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515913	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515914	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515915	global	South Africa	S	S	U	U	S	U	S	R	U	U	S	U	S	U	R	S
ERR2515916	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515917	global	South Africa	S	S	U	U	R	U	R	S	U	U	S	U	S	U	R	S
ERR2515918	global	South Africa	S	S	U	U	S	U	U	S	U	U	S	U	U	U	S	U
ERR2515919	global	South Africa	S	S	U	U	S	U	S	R	U	U	S	U	S	U	S	S
ERR2515920	global	South Africa	S	S	U	U	R	U	U	S	U	U	R	U	U	U	R	U
ERR2515921	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515922	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515923	global	South Africa	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	S
ERR2515924	global	South Africa	S	S	U	U	R	U	U	S	U	U	R	U	U	U	R	U
ERR2515925	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515926	global	South Africa	S	S	U	U	R	U	U	S	U	U	S	U	U	U	R	U
ERR2515927	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515928	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515929	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515930	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515931	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	U	U	R	S
ERR2515932	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515933	global	South Africa	R	R	U	U	R	U	R	R	U	U	R	U	R	U	R	R
ERR2515934	global	South Africa	S	S	U	U	R	U	R	S	U	U	S	U	S	U	R	S
ERR2515935	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515936	global	South Africa	S	S	U	U	R	U	R	S	U	U	S	U	S	U	R	S
ERR2515937	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	R	R
ERR2515938	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	R	S
ERR2515939	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515940	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515941	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515942	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515943	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	U	U	S	S
ERR2515944	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515945	global	South Africa	S	S	U	U	R	U	S	S	U	U	S	U	S	U	S	S
ERR2515946	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515947	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515948	global	South Africa	S	S	U	U	R	U	R	S	U	U	S	U	R	U	R	S
ERR2515949	global	South Africa	S	S	U	U	R	U	R	S	U	U	S	U	S	U	R	S
ERR2515950	global	South Africa	S	S	U	U	R	U	R	R	U	U	S	U	S	U	R	R
ERR2515951	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515952	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	R	U	R	R
ERR2515953	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515954	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515955	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515956	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	R	R
ERR2515957	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	R	U	S	S
ERR2515958	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515959	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515960	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515961	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515962	global	South Africa	S	S	U	U	R	U	R	S	U	U	S	U	S	U	R	R
ERR2515963	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515964	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515965	global	South Africa	R	R	U	U	R	U	U	R	U	U	S	U	U	U	R	U
ERR2515966	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515967	global	South Africa	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	S
ERR2515968	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515969	global	South Africa	S	S	U	U	S	U	S	R	U	U	S	U	S	U	R	S
ERR2515970	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515971	global	South Africa	S	S	U	U	R	U	U	S	U	U	R	U	U	U	R	U
ERR2515972	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515973	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515974	global	South Africa	S	R	U	U	S	U	S	S	U	U	S	U	R	U	S	S
ERR2515975	global	South Africa	S	R	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515976	global	South Africa	S	R	U	U	S	U	R	S	U	U	S	U	S	U	S	S
ERR2515977	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515978	global	South Africa	S	S	U	U	R	U	R	S	U	U	S	U	S	U	R	R
ERR2515979	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515980	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515981	global	South Africa	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	S
ERR2515982	global	South Africa	S	S	U	U	R	U	R	S	U	U	S	U	R	U	R	R
ERR2515983	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	R	S
ERR2515984	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	S	S
ERR2515985	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515986	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515987	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515988	global	South Africa	S	S	U	U	R	U	U	S	U	U	R	U	U	U	R	U
ERR2515989	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515990	global	South Africa	S	S	U	U	R	U	U	S	U	U	S	U	U	U	R	U
ERR2515991	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515992	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515993	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	S	S
ERR2515994	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515995	global	South Africa	S	S	U	U	R	U	R	S	U	U	S	U	R	U	R	R
ERR2515996	global	South Africa	R	R	U	U	R	U	U	R	U	U	R	U	U	U	R	U
ERR2515997	global	South Africa	S	S	U	U	R	U	R	S	U	U	S	U	R	U	R	S
ERR2515998	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2515999	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516000	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516001	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	R	S
ERR2516002	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516003	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	R	R
ERR2516004	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	R	R
ERR2516005	global	South Africa	R	R	U	U	R	U	U	R	U	U	S	U	U	U	R	U
ERR2516006	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	R	S
ERR2516007	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	R	S
ERR2516008	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	R	U	R	S
ERR2516009	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516010	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	R	S
ERR2516011	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	S	S
ERR2516012	global	South Africa	R	R	U	U	R	U	U	R	U	U	R	U	U	U	R	U
ERR2516013	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516014	global	South Africa	S	S	U	U	R	U	U	S	U	U	R	U	U	U	R	U
ERR2516015	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516016	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516017	global	South Africa	S	S	U	U	R	U	U	S	U	U	S	U	U	U	R	U
ERR2516018	global	South Africa	S	S	U	U	R	U	R	S	U	U	S	U	U	U	R	S
ERR2516019	global	South Africa	R	R	U	U	R	U	U	R	U	U	R	U	U	U	R	U
ERR2516020	global	South Africa	S	S	U	U	S	U	R	S	U	U	R	U	S	U	R	S
ERR2516021	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516022	global	South Africa	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	S
ERR2516023	global	South Africa	S	S	U	U	R	U	U	S	U	U	R	U	U	U	R	U
ERR2516024	global	South Africa	R	S	U	U	R	U	R	R	U	U	R	U	S	U	R	R
ERR2516025	global	South Africa	S	S	U	U	R	U	R	S	U	U	R	U	R	U	R	R
ERR2516026	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	R	U	S	S
ERR2516027	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	R	U	S	S
ERR2516028	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516029	global	South Africa	U	U	U	U	S	U	S	U	U	U	U	U	S	U	R	S
ERR2516030	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516031	global	South Africa	S	S	U	U	R	U	R	S	U	U	S	U	R	U	R	S
ERR2516032	global	South Africa	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	S
ERR2516033	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516034	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	R	S
ERR2516035	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516036	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516037	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	S	S
ERR2516038	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	S	S
ERR2516039	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516040	global	South Africa	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	S
ERR2516041	global	South Africa	S	S	U	U	S	U	U	S	U	U	S	U	U	U	S	U
ERR2516042	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516043	global	South Africa	S	R	U	U	S	U	R	S	U	U	S	U	R	U	R	R
ERR2516044	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516045	global	South Africa	S	S	U	U	R	U	U	S	U	U	R	U	U	U	R	U
ERR2516046	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516047	global	South Africa	S	S	U	U	R	U	R	S	U	U	S	U	R	U	R	R
ERR2516048	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516049	global	South Africa	U	U	U	U	R	U	R	U	U	U	U	U	U	U	R	S
ERR2516050	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	R	U	S	R
ERR2516051	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516052	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516053	global	South Africa	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	S
ERR2516054	global	South Africa	S	S	U	U	S	U	S	R	U	U	S	U	S	U	S	S
ERR2516055	global	South Africa	R	R	U	U	R	U	U	R	U	U	S	U	U	U	R	U
ERR2516056	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516057	global	South Africa	S	S	U	U	R	U	R	S	U	U	S	U	R	U	R	R
ERR2516058	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516059	global	South Africa	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
ERR2516060	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	R	S
ERR2516061	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	R
ERR2516062	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516063	global	South Africa	R	R	U	U	R	U	U	R	U	U	R	U	U	U	R	U
ERR2516064	global	South Africa	R	R	U	U	R	U	U	R	U	U	R	U	U	U	R	U
ERR2516065	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	R
ERR2516066	global	South Africa	R	R	U	U	R	U	U	R	U	U	R	U	U	U	R	U
ERR2516067	global	South Africa	S	S	U	U	R	U	R	S	U	U	S	U	S	U	R	R
ERR2516068	global	South Africa	S	S	U	U	R	U	U	S	U	U	S	U	U	U	R	U
ERR2516069	global	South Africa	S	S	U	U	R	U	R	S	U	U	S	U	R	U	R	R
ERR2516070	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	R	U	R	R
ERR2516071	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516072	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516073	global	South Africa	S	S	U	U	S	U	R	S	U	U	S	U	S	U	S	S
ERR2516074	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	R	S
ERR2516075	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516076	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516077	global	South Africa	S	S	U	U	S	U	U	S	U	U	S	U	U	U	R	U
ERR2516078	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	R	S
ERR2516079	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	U	U	S	S
ERR2516080	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516081	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516082	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516083	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
ERR2516084	global	South Africa	S	S	U	U	S	U	S	S	U	U	S	U	S	U	S	S
